"","job_id","jobbank..Job.Title.","industry","jobdesc"
"26",26,"Senior Statistician","Accounting - Finance, Banking - Financial Services, Credit - Loan - Collections","General Summary:  The Senior Statistician is responsible for all phases of statistical model design, development, evaluation, and deployment for use in credit and residual risk assessment, ongoing evaluation of the markets and forecasting. Translate complex and analytical concepts into actionable results for the business. Communicate with business stakeholders and provide guidance and thought leadership for the appropriate use of analytical results and statistical models. Develop guidelines and procedures to ensure statistical models' quality, completeness and standardization of data. Measure/monitor losses and exposures, conduct root cause analysis and drive change where necessary. Mentor and guide junior staff.  Essential Job Function:  1. Statistical Model Development  Work with stakeholders across the organization to understand business needs and requirements and identify appropriate analytical solutions.   Design and develop statistical models and procedures to forecast portfolio trends and profitability, including but not limited to credit and residual losses, probability of default, exposure at default, loss given default, current and future used car values. 
 • Provide guidance and support for the implementation of statistical models working closely with IT, Credit, Collections, Servicing, Legal, Sales, FP&A, Legal and Global Risk Management.  2. Statistical Model Support  • Analyze model output and provide business guidance and analytical leadership to ensure appropriate business interpretation and model use  • Identify appropriate metrics and provide guidance and support to business owners for setup, validation and ongoing monitoring of statistical models  • Work with Model Governance Team to support model validation. Respond to model governance findings and qualifications and perform additional analysis as appropriate.  3. Analytic Environment and Data Support  • Work with other business units to understand business processes and ensure appropriate data collection and use both in predictive model development and for other analytics projects and activities. Work on improving data quality throughout the organization by collaborating with IT and other stakeholders. 4. Direct Internal and External Communication  • Build and leverage long-term relationships through an established network across the organization.  • Communicate with business leaders the insights gained through data analysis, including implications for business strategy. Prepare presentations and technical analysis for diverse audience (Senior Management to Junior Analysts).  • Interface with cross-functional teams within HCA (Risk, Collections, Marketing, IT, Sales, etc.) for opportunities for collaboration. Build effective relationships with senior management as well as line managers.  • Maintain awareness of automotive used and new car markets, economic conditions, and other qualitative and quantitative indicators that could affect business results and forecast accuracy  • Stay current on developments and advances in statistical sciences and predictive modeling 5. Provide statistical and analytical support on special projects or assignments as required. 6. Perform all other duties as assigned. Qualifications:
 Knowledge and Skills:  • Strong computing skills: SAS, UNIX, SQL, Microsoft Access, Excel, Word, PowerPoint, and relational database concepts. R, Python and/or Knowledge Studio would be a plus.  • In-depth understanding of statistics and its applications. Proficiency in working with statistical principles.  • Ability to collaborate and work effectively in a team environment.  • Demonstrate strong presentation skills and ability to explain succinctly complex analytic concepts and results.  • Ability to understand business objectives and their relationship to the importance of individual projects.  • Ability to create comprehensive and clear documentation detailing statistical models and methods.  • Deliver solutions to complex problems which require creativity and resourcefulness.  Education and Experience:  • Ph.D. or Master's Degree in Statistics or similar quantitative field of study (Mathematics, Financial Engineering, Physics, Economics) preferred; Bachelor's Degree with strong relevant experience considered.  • 8-10 years of experience in statistical modeling and analysis.  Physical Requirements and Working Condition:  Employees in this class are subject to extended periods of sitting, standing and walking, vision to monitor and moderate noise levels. Work is performed in an office environment.  Hyundai is an Equal Opportunity Employer M/F/D/V"
"27",27,"APPLIED STATISTICIAN - SENIOR","Other Great Industries","Our client is currently seeking a APPLIED STATISTICIAN - SENIOR 
Job Description:
The contract statistician will provide support and develop new data science opportunities, expand existing methods, provide insights, and build practical solutions to complex business problems. You will apply advanced analytics skills to turn data into competitive advantage and make recommendations for data-driven business decisions. 
The candidate will also actively collaborate with clients to design field experiments to test various farming practices and communicate findings to broad audiences. 
The person should have a solid knowledge base in applied statistics, data interrogation and modeling data for research and production use. Candidate must be extremely self-motivated and possess excellent people interaction and communication skills.

Requirements:
Master’s or PhD degree required with emphasis in Mathematics, Statistics, Engineering or Computation Biology 
2+ Years Working experience  of basic statistical modeling approaches (ANOVA, regression, classification, sample size calculations) and machine learning techniques.
Strong programming experience in R or Python.
Experience presenting with PowerPoint 

Desired qualification/experience/skills:
Good knowledge on field/farm experimental design will be a plus.
Familiarity with farming equipment, e.g., planters and combines. 

What will make this opportunity stand out for potential candidates? 
Extensive experience on application of all kinds of statistical analysis methods including conventional models and machine learning techniques on complicated experimental designs."
"28",28,"Statistics and Probability Analyst","Consulting","Job Number: R0033084Statistics and Probability AnalystKey Role:Conduct logical analyses of problems and formulate mathematical models of problems and potential solutions for analysis and recommendations. Prepare mathematical and predictive models of problem areas in one or several equations that relate constants and variables, restrictions, alternatives, conflicting objectives, and their numerical parameters, including uncertainty and probability. Gather, relate, and identify data with variables in models by applying personal judgment and mathematical tests. Review operations and testing of models to ensure adequacy or determine needs for reformulation. Prepare written technical reports for management and clients, indicating solutions, recommendations, and range of possible alternatives in rank of preferability and probability of success. Work under supervision and perform work that is varied and that may be somewhat difficult in character.
Basic Qualifications:-Experience with the collection and management of data, conducting exploratory data analysis, and building and operation of predictive models of various types-Experience with experimental design, sampling, and regression-Experience with statistical tools, including Microsoft Excel, R, Python, SPSS, SAS, Minitab, Crystal Ball, Risk IQ, or MATLAB-Ability to determine the appropriate probability distribution for a given data set and problem-Ability to take minimal direction and take the initiative to complete difficult analytic tasks to meet a business need-Ability to work as part of a team, coordinating with other analysts, engineers, data scientists, computer programmers, and business leaders-Ability to explain complex analytic results to non-technical stakeholders-Ability to obtain a security clearance-BS degree
Additional Qualifications:-Experience with data science techniques and toolsets-Experience with conducting risk analysis of programs and projects-Knowledge of cost and schedule analyses-Knowledge of NAVAIR, Naval Aviation, or DoD acquisitions-Ability to manage very large data sets, merge data sets, and clean complex and ugly data-Active Secret clearance-BS degree in Mathematics, Statics, Actuarial Science, Engineering, or a related technical field preferred; MS degree in Mathematics, Statics, Actuarial Science, Engineering, or a related technical field a plusClearance:Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, or veteran status—to fearlessly drive change.NMC"
"29",29,"Data Scientist","Defense - Aerospace","This position is open as of 10/18/2018.Data ScientistIf you are a Data Scientist with experience, please read on!We are a small, rapidly growing aviation/aerospace company that needs a Data Scientist to mine our large dataset for new applications.What You Will Be Doing- Develop and implement advanced tools for conjunction prediction, orbit fitting, orbit prediction, maneuver detection, atmospheric drag modeling, etc. Work to scale these tools for real-time operations on large data sets. - Analyze algorithm performance and data quality. Design and implement automated testing and calibration systems. - Develop algorithms that will characterize, track, and predict the orbits for the hundreds-of-thousands of pieces of small debris that are not tracked today. - Mine our radar data set to determine new applications for the data. - Interface with satellite operations teams, and other customers, to tune performance and develop new products.What You Need for this Position- BS in CS, Physics, or similar - Skilled in data analysis, data science, machine learning, and/or statistics - Skilled in data analysis - Skilled in Python and/or Java - JavascriptWhat's In It for You- $100k - $150k salary- .05% - .25% equity - Fun, flexible work environmentSo, if you are a Data Scientist with experience, please apply today!Required SkillsData Science, Machine Learning, Data Analysis, Statistics, Python, Java, Computational PhysicsIf you are a good fit for the Data Scientist position, and have a background that includes:Data Science, Machine Learning, Data Analysis, Statistics, Python, Java, Computational Physics and you are interested in working the following job types:Information Technology, Engineering, Professional ServicesWithin the following industries:Defense - AerospaceOur privacy policy: Your resume and information will be kept completely confidential.Looking forward to receiving your resume through our website and going over the job in more detail with you!CyberCoders, Inc is proud to be an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

Job Requirements

Data Science, Machine Learning, Data Analysis, Statistics, Python, Java, Computational Physics"
"30",30,"Chief Data Scientist","Consumer Products","This position is open as of 10/18/2018.Chief Data Scientist - Machine Learning, Big DataIf you are a Chief Data Scientist with experience, please read on!We are a $3.2B startup that is looking for a Chief Data Scientist to build out a Data Science team. We have established ourselves as top in our industry in the US and are in the process of expanding internationally. To continue pushing forward we are looking to build a Data Science team and need the right leader in place to do so. Note: We are based in Nashville and looking for someone willing to travel each week or relocate.If you have extensive experience leading and building out Data Science teams, this is the position for you!What You Will Be Doing-Build out a Data Science team -Heavy in Machine Learning-Automate operations using predictive algorithmic recommendations-Data Analysis to understand and solve problems-Work closely with Business and Engineering teams-Code production modeling, implement algorithms into productionWhat You Need for this PositionMore Than 5 Years of experience and knowledge of:- Big Data- Machine learning algorithms- AI- Predictive Analytics- Distributed ComputingWhat's In It for YouSalary: Negotiable based on experience- Vacation/PTO- Medical- Dental- Vision- Relocation- Bonus- 401kSo, if you are a Chief Data Scientist with experience, please apply today!Required SkillsMachine Learning, Big Data, Algorithms, AI, Predictive Analytics, Distributed ComputingIf you are a good fit for the Chief Data Scientist - Machine Learning, Big Data position, and have a background that includes:Machine Learning, Big Data, Algorithms, AI, Predictive Analytics, Distributed Computing and you are interested in working the following job types:Information Technology, Engineering, Professional ServicesWithin the following industries:Consumer ProductsOur privacy policy: Your resume and information will be kept completely confidential.Looking forward to receiving your resume through our website and going over the job in more detail with you!CyberCoders, Inc is proud to be an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

Job Requirements

Machine Learning, Big Data, Algorithms, AI, Predictive Analytics, Distributed Computing"
"31",31,"Open Data Platforms Data Strategist","Consulting","Job Number: R0034623Open Data Platforms Data StrategistKey Role:Integrate, manipulate, and manage vast amounts of data using the next generation of Big Data analytic solutions for clients and combine expertise in data management with innovation to deliver robust solutions that serve clients and stand apart from competitors. Interact with a multi-disciplinary team of analysts, data scientists, developers, and users to comprehend data requirements and develop a robust data processing pipeline that will ingest, normalize, enrich, and expose potentially billions of records per day to support advanced analytics. Collaborate with and contribute to open source software communities and ensure the quality delivery of software thorough testing and code reviews. Build and launch new data models that provide intuitive analytics to clients and design, build, and launch configurable data workflows to move data both small and large through a Big Data infrastructure. Analyze the design and development of new systems and tools to enable human users and software services to consume and process data faster. Identify new technologies to be injected into the platform to support advanced data integration and analysis.
Basic Qualifications:-Experience in working with Python, R, and SQL-Experience with relational databases-Ability to learn technical concepts quickly and communicate with multiple functional groups-Ability to obtain a security clearance-HS diploma or GED
Additional Qualifications:-Experience with ETL tools, including NiFi and StreamSets-Experience with using Cloud services, including AWS and Azure-Experience with Agile software development-Experience with data modeling, data analysis, or schema design in data warehouses-Knowledge of RESTful services design, development, and testing-Possession of excellent oral and written communication skills-BS degree in CS, Computer Information Systems, Information Systems, or a related field-Security+ or CISSP Certification
Clearance:Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information.We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, or veteran status—to fearlessly drive change."
"32",32,"Bioanalytical Statistician","Biotechnology, Pharmaceutical","Eurofins Bioanalytical Services is a powerhouse large molecule biotherapeutic-focused, bioanalytical contract research organization that, since its formation in 2003, has actively supported the evolving needs of companies that develop biotherapeutics.  Eurofins Bioanalytical Services is searching for a Bioanalytical Statistician in St. Charles, MO.  Bioanalytical Statistician responsibilities include, but are not limited to, the following 
 : 
 • Works within a team setting to participate in the development of statistical methodology to support client projects and advance company capabilities  • Collaborates with specific clients on early study design, data analysis and interpretation of results  • Uses existing statistical software and a variety of established statistical methods to gather, analyze, and interpret data to derive useful information for regulated and non-regulated clinical studies  • Follows up with the market for identification of incoming new software with potential application to the business  • Responsible for communicating project progress, synthesized findings from data, and technical hurdles with the client and project team  • Formats data, develops and prepares reports, charts, tables, and other related documents and graphics  • Understands and follows all procedures and processes required for work performed under Regulatory Compliance (i.e. GxP, FDA/GLP and GCP, OECD, CLIA, etc.) and attends annual GLP training  • Independently manages multiple projects simultaneously  • Trains personnel if necessary  • Creates, maintains, reviews and approves SOPs, procedure manuals, templates, and other documentation  • Maintains awareness of evolving trends in large-molecule bioanalysis  • Functions effectively in a team-oriented atmosphere  • Supports bioanalytical assay development, specifically, calculating cut point for immunogenicity assays, using statistical, graphing, and curve fitting software (e.g. R, SAS, JMP, and GraphPad)  • Uses knowledge of statistical research principles, methods, procedures, and standards  • Uses knowledge of experimental design, statistical sampling, and survey methodology  • Formats data to develop and prepare reports, charts, tables, and other related documents  The ideal candidate would possess 
 : 
 • Familiarity in developing and validating bioanalytical test methods for large molecules  • Familiarity with global regulatory guidelines, expectations and corresponding industry best practices (GLP and/or GMP)  • Experience with statistical, graphing, and curve fitting software (e.g. R, SAS, JMP and GraphPad)  • Experience designing and interpreting ligand binding assay data  • Educated in pharmacology or immunology  • Ability to read, understand, and follow safety rules, standard operating procedures, maintenance instructions, and procedure manuals  • Detail oriented, capable of working in a GLP/GMP environment and reviewing colleague / laboratory support documentation  • Ability to provide guidance and mentor laboratory support staff  • Highly proficient in using Microsoft Office programs  • Expertise in immunogenicity is preferred  • Experience working with multiplexing formats is a plus  • Proficiency with Watson is a plus  Basic Minimum Qualifications 
 : 
 • M.S. in statistics/biostatistics, Ph.D preferred, with 1+ year experience in a pharmaceutical or contract laboratory environment  • B.S. in statistics/biostatistics may be considered with an appropriate amount of experience  • Exceptional interpersonal, written and oral communication skills, especially with non-statisticians  • Must be self-motivated and have initiative to undertake client projects  • Authorization to work in the United States indefinitely without restriction or sponsorship  Position is full-time, Monday-Friday, 8 a.m.-5 p.m., with overtime as needed. Candidates currently living within a commutable distance of St. Charles, Missouri are encouraged to apply.  As a Eurofins employee, you will become part of a company that has received national recognition as a great place to work. We offer excellent full-time benefits including comprehensive medical coverage, life and disability insurance, 401(k) with company match, paid holidays and vacation, personal days, and dental and vision options.  To learn more about Eurofins, please explore our website www.eurofinsus.com . 
 Eurofins is a M/F, Disabled, and Veteran Equal Employment Opportunity and Affirmative Action employer. "
"33",33,"Data Scientist","Other Great Industries","We are currently looking for multiple Data Scientists for a large financial company in the Charlotte area. This position is contract to hire and sits 100% on-site. Please send your resume to [Click Here to Email Your Resumé] if this is something you are interested in. It will move quickly!

Job Description:
Responsible for enabling analysis, modeling, and optimization through producing information products. Involved in the research and development efforts. Primary requirement is not related to traditional programming or systems analysis skills, but to the ability to support the creation of sophisticated, value-added analytic systems that support revenue generation, risk management, operational efficiency, regulatory compliance, portfolio management, and research. These systems must overcome issues of complex data (e.g., VLDB, multi-structured, 'big data', etc.) as well as deployment of advanced techniques (e.g., machine learning, text mining, statistical analysis, etc.) to deliver insights. This role often possesses a degree in hard science or another heavy quantitative business or social discipline. Able to work independently or in a team on complex projects.
Responsibilities:
The Data Scientist will be responsible in assessing AI (Artificial Intelligence) solutions implemented across the bank (built internally or externally) to identify any risks which may have unintended consequences. Thereby, assisting Bank of America to follow principles of Responsible AI (Fairness/Equality/Justice, Privacy, and Transparency).
Review, critical assessment and challenge of models on conceptual soundness, assumptions and limitations, data, developmental evidence in support of modeling choices, performance and implementation.
Understand the core methodology in AI solutions and the context in which it will be deployed so as to find risks/gaps
Develop efficient methodologies to detect and to quantify risks/gaps in AI solutions
Suggest alternative approaches or controls to mitigate risks/gaps identified
Develop and implement testing plans and testing code in order to challenge models through empirical analyses and to verify model implementation
Create metrics to quantify risks/gaps specific to each AI solution and define thresholds after consulting with all stakeholders
Monitor metrics for breach of thresholds
Look for unexpected risks / unintended consequences of an AI solution over its life cycle
Write technical reports for distribution and presentation to model developers, senior management, and audit
Required Skills:
2- 3 years of professional experience as a Data Scientist or related roles
Experience with Machine Learning/Deep Learning techniques like Linear Regression, ARIMA, Decision Trees, Gradient Boosted Trees, PCA – Factor Analysis, Clustering, SVM, CNN, RNN-LSTM, NLP- GloVe/Word2Vec etc.
Programming experience using SAS / R/ Python required
Knowledge of model performance measures required
Desired Skills:
PhD or Masters in a quantitative field such as Mathematics, Physics, Finance, Engineering or Statistics or Equivalent work experience.
Knowledge of financial instruments and financial risk management principles is beneficial
Ability to understand and implement techniques discussed in AI research papers (academic and technical)
Background in Audit/ Model Risk Management/ Legal/Compliance areas are preferred
Candidates with certifications like CFA, FRM are preferred








EEO Employer
Apex is an Equal Employment Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, age, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other characteristic protected by law. Apex will consider qualified applicants with criminal histories in a manner consistent with the requirements of applicable law. If you have visited our website in search of information on employment opportunities or to apply for a position, and you require an accommodation in using our website for a search or application, please contact our Employee Services Department at 844-463-6178"
"34",34,"Data Scientist","Retail","RESPONSIBILITIES:Kforce has a client in search of a Data Scientist in Columbus, Ohio (OH).Summary:The advanced analytics department is responsible for supporting customer insight, website analytics, and campaign analysis to provide strategic recommendations to cross-functional partners within the Company's Direct business unit. The team leverages a relational database and various analytic tools to query, segment, understand, and communicate data.The department's work is divided into four main focus areas: Web analytics and customer insight to support the site merchandising team
 Analysis of customer data to support marketing strategies and objectives
 Test design, implementation, and analysis to support learning objectives of the business
 Executional work to support customer experience across multiple channels and platforms
The analytic consultant will be primarily responsible for converting business questions from cross-functional partners into insights and actions. This will be accomplished through extracting data from existing data sources (transactional and customer databases) as well as summarizing the findings. The analytic consultant will primarily support and interact with the company direct advanced analytics team.Responsibilities: Analyze transactional and customer data, perform cross-tabulations and statistical analysis, provide insights into purchasing patterns, and develop hypotheses about trends
 Responsible for both recurring/standardized reporting as well as ad hoc projects
 Perform independent data mining and database research to identify customer opportunities
 Execute against marketing campaign strategy by querying and segmenting the customer database

Job Requirements

REQUIREMENTS: Bachelor's degree in Marketing, Finance, Accounting or other related discipline, or equivalent experience; Experience with retail or customer analytics preferred
 Demonstrated analytic skills (ROI, profitability, customer segmentation, etc.)
 Database and data analysis experience required: demonstrated use of Relational Databases and SQL programming. Familiarity with Teradata databases a plus
 Proficient SAS programmer (SAS certifications a plus)
 Proficient with MS Excel, MS PowerPoint
 Must be able to take verbal business requirements and convert them into results
 Must be able to quickly translate data into concise and insightful executive summaries
 Must be an effective project manager; This position requires an individual who is able to manage multiple projects simultaneously
 This individual must also be able to work independently in a fast-paced, high- energy environment; The ability to multitask will be a key to success
 Strong written and verbal skills are a must
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status"
"35",35,"Data Scientist","Other Great Industries","The Allegis IS Connected program is looking for a Data Scientist for their Search and Match Team. Connected is an agile run project broken into streams of work/teams: ATS, Communities, CRM, Marketing Automation, Search & Match and SOA. Overall goal is to combine all operating companies on a single platform (Salesforce) for ATS, Communities, CRM, Search.One of the goals for Connected is to take search to the next level. To do this, they want to provide a more integrated, cross-platform search experience. Right now, they have many different systems with many different search boxes running on many different search engines. Search & Match is broken up into two different groups - Insight & Intelligence and Feature Teams (3). This resource will be a part of Insight & Intelligence. Insight & Intelligence focuses on proof of concepts, data science, making sure user stories are properly groomed and overall, be the ""think tank"" for Search & Match. The Data Scientist supports the organization's growing machine learning and natural language processing initiatives. Analyzes large datasets to help improve models. Runs analytical experiments in a methodical manner. Utilizes natural language processing to process unstructured documents for data analysis. Responsible for identifying and implementing innovative and efficient models that will advance the business.This position is a key member of a product delivery team, interacting with Product Owners, Analysts, Developers, QA testers, Architects, Scrum Masters, Vendors, and more. Thus, supporting business applications by designing, implementing and modifying application programs from detailed specifications and ensures that improvements are successfully integrated into the existing systems. Develops the data science behind critical business applications and analyzes logic in existing applications. Develops proof-of-concepts and user interface prototypes.The Individual has expanded beyond practical applications of the discipline to knowledge gained from guiding how Allegis should apply the principles and concepts within the discipline and interpreting the complexities of the discipline.Essential Functions:* Plans, designs and develops Enterprise Search applications. Writes program specifications using a variety of languages and platforms such as Java, Elasticsearch, Hadoop, and Cloudera* Codes, tests and supports existing and new systems and applications using Agile techniques* Writes functional and design specifications for applications as identified by users and/or management* Maintains a working knowledge of new technologies and adopts suitable concepts for the organization* Create level of effort (LOE) and duration estimates for assigned work. Proactively manage activities to meet those expectations* Ensure unit testing of application development work is correctly completed* Streamlines existing applications and systems to ensure integration and ease of use* Provide development support for analysis and functional and load testing* Eliminates errors in computing environment for smooth operation and functionality* Designs and implements templates, databases and interfaces that fulfill user requirements* Communicates project status, issues and resolutions with appropriate stakeholders* Documents testing and system corrections in compliance with security standards* Communicate and work with graphic developers to create user interfaces* Problem diagnosis and resolution* System maintenance and after-hours support, as needed* Monitors systems' technical performance and identifies trends in operating outputSkills/Abilities:* Requires depth of expertise in data science to be able to guide others in the application of principles and concepts and to interpret complexities, nuances.* Expert-level understanding of databases, data structures, and data analysis* Experience with machine learning models* Experience with natural language processing a plus* Experience with Apache Hadoop or other NoSQL database solution preferred* Experience with Python, R, or Scala for data analysis* Assist with establishing protocols and processes for the discipline* Sufficient knowledge to guide the application of best practices within Information Services* Uses industry understanding to drive decision-making beyond best practices* Interprets internal/external business challenge, assesses current/industry practices and selects best practices to improve products, processes or services* Works independently, with guidance in only the most complex situations* Anticipates and solves complex problems; uses sophisticated analytical thought to exercise judgment and identify solutions* Impacts the achievement of customer, operational, project or service objectives; work is guided by Information Services policies* Communicates difficult or sensitive concepts and works to build consensus* Understands issues related to scalability and reliability, including globalization* Data Science certification or graduate degree preferredAbout TEKsystems:We're partners in transformation. We help clients activate ideas and solutions to take advantage of a new world of opportunity. We are a team of 80,000 strong, working with over 6,000 clients, including 80% of the Fortune 500, across North America, Europe and Asia. As an industry leader in Full-Stack Technology Services, Talent Services, and real-world application, we work with progressive leaders to drive change. That's the power of true partnership. TEKsystems is an Allegis Group company.The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.If you would like to request a reasonable accommodation, such as the modification or adjustment of the job application process or interviewing process due to a disability, please call 888 472-3411 or email accommodation@teksystems .com for other accommodation options."
"36",36,"Senior Data Scientist (Biology / Crop Genetics)","Computer Software","This position is open as of 10/18/2018.Senior Data Scientist (Biology / Crop Genetics)If you are a data scientist with hands on experience developing and analyzing complex biological data sets, please read on!Based in St. Louis, we are a technology startup that just received 40 million in funding. We are in the agricultural solutions space focusing on unlocking the global genetic potential of plants to enhance the sustainability of food, feed, fiber and fuel production. We and our partners harness natural and novel genetic variation through breeding, trait development, and genome editing to develop products that accelerate crop improvement.Top Reasons to Work with Us- Competitive salary + Bonus + Equity - Dynamic and exciting work environment- Full Benefits (health, dental, vision, etc.)- 401k match- Casual work environment- Partial time at work to continue your own creative venturesWhat You Will Be Doing- Leveraging large, diverse data sets, the latest AI and machine learning technology to enable discovery- By partnering with biological scientists, software engineers, data scientists and project managers to maximize the impact of our platform- You will lead experimental design and analysis for testing biological hypotheses - By effectively communicating results to other partners and key stakeholdersWhat You Need for this Position5+ years hands-on experience developing and analyzing complex biological data sets with actionable outputs- Experience using large genetic, or –omic data sets to solve problems in biology or molecular genetics- Python (or java / related scripting language)- AWS- Experience using advanced statistical, machine learning, and AI concepts, methodologies and libraries- PhD in computational biology, population genetics, mathematics, crop science, stats, etc. is preferredSo, if you are a Senior Data Scientist (Biology / Crop Genetics) with experience, please apply today!Required SkillsData Scientist, Biology, Cloud/AWS, Machine LearningIf you are a good fit for the Senior Data Scientist (Biology / Crop Genetics) position, and have a background that includes:Data Scientist, Biology, Cloud/AWS, Machine Learning and you are interested in working the following job types:Information Technology, Engineering, Professional ServicesWithin the following industries:Computer SoftwareOur privacy policy: Your resume and information will be kept completely confidential.Looking forward to receiving your resume through our website and going over the job in more detail with you!CyberCoders, Inc is proud to be an Equal Opportunity Employer All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.

Job Requirements

Data Scientist, Biology, Cloud/AWS, Machine Learning"
"37",37,"Data Scientist - Big Data","Computer Hardware, Computer Software, Employment - Recruiting - Staffing"," JOB DESCRIPTION: Day to Day job Duties: (what this person will do on a daily/weekly basis) Evaluate trends, characterize factors, develop predictive models, and identify optimization opportunities.Provide accurate, timely, relevant and quality analysis that translate data into sound organizational decisions.Research, design and prototype robust and scalable models based on machine learning, data mining, and statistical modeling to answer key business problems.Build tools and support structures needed to analyze data, perform elements of data cleaning, feature selection and feature engineering and organize experiments in conjunction with best practices.Work with development teams & business groups to ensure models can be implemented as part of a delivered solution replicable across many clients.Present findings to stakeholders to drive improvements and solutions from concept through to delivery. Basic Qualifications: (what are the skills required to this job with minimum years of experience on each) Data Scientist-Hadoop: 3-5 yearsStrong skills in software prototyping and engineering with expertise in applicable programming and analytics languages (Python, R, C/C++) and various open source machine learning and analytics packages to generate deliverable modules and prototype demonstrations of their workSQL programming skillsExperience with design and implementation of analytic models and methodologies for new applications.Experience with data visualization tools (e.g. Tableau)Experience with large and complex data setsDemonstrated ability to propose novel solutions to problems, performing experiments to show feasibility of their solutions and working to refine the solutions into a real-world contextStrong analytical, written, and verbal communication skills Travel: Need Locals Degree: Bachelors in Computer Science or equivalent work experience Desirable Skills / Experience: PhD in computer science, computer engineering or MS with 3+ years of experience in related field.Deep knowledge of fundamentals of machine learning, data mining and statistical predictive modeling, and extensive experience applying these methods to real world problemsDesired interdisciplinary skills include big data technologies, ETL, statistics and causal inference, Deep Learning, modeling and simulationBreadth of skills and experience in machine learning - diverse types of data, diverse data sources, different types of learning models, diverse learning settingsExperience in Healthcare domain"
"38",38,"Analytics Data Scientist - Machine Learning","Other Great Industries","Our client is currently seeking a Analytics Data Scientist - Machine Learning This job will have the following responsibilities: Quickly explore new analytical technologies and evaluate their technical and commercial viability. 
Work in 4-week sprint cycles to develop proof-of-concepts and prototype models that can be demoed and explained to data scientists, internal stakeholders, and clients. 
Quickly test and reject hypotheses around data processing and machine learning model building. 
Experiment, fail quickly, and recognize when you need assistance vs. when you conclude that a technology is not suitable for the task. 
Build machine learning pipelines that ingest, clean data, and make predictions. 
Stay abreast of new AI research from leading labs by reading papers and experimenting with code. 
Develop innovative solutions and perspectives on AI that can be published in academic journals/arXiv and shared with clients. Qualifications & Requirements: Minimum Degree Required: Bachelor’s, Master’s, or PhD in Engineering, Economics, Statistics, Math, Computer Science, Informatics, Operations Research, or other quantitative disciplines Knowledge Preferred: Demonstrated ability to continuously learn new technologies and quickly evaluate their technical and commercial viability Demonstrated ability to apply machine learning techniques for addressing a variety of problems (e.g. consumer segmentation, revenue forecasting, image classification, etc.). Understanding of machine learning algorithms (e.g. k-nearest neighbors, random forests, ensemble methods, deep neural networks, etc.) and when it is appropriate to use each technique.  Programming: Python, R, Java, JavaScript, C++, Unix

Hardware: sensors, robotics, GPU enabled machine learning, FPGAs, Raspberry Pis, etc.
Data Storage Technologies: SQL, NoSQL, Hadoop, cloud-based databases such as GCP BigQuery, and different storage
formats (e.g. Parquet, etc.)

Data Processing Tools: Python (Numpy, Pandas, etc.), Spark, cloud-based solutions such as GCP DataFlow
"
